Id Marker,3d pos x,3d pos y,3d pos z
150,-63.7,-32.51,-15.7
151,63.7,-32.51,15.7
152,75.01,-21.2,-15.7
153,75.01,21.2,15.7
154,63.7,32.51,-15.7
155,-63.7,32.51,15.7
156,-75.01,21.2,-15.7
157,-75.01,-21.2,15.7
158,-63.7,-21.2,35.01
159,63.7,21.2,35.01
160,-63.7,21.2,-27.01
161,63.7,-21.2,-27.01
