Id marker,3D pos x,3D pos y,3D pos z
64,140,-200,-140
65,140,-200,-70
66,140,-200,0
67,140,-200,70
68,140,-200,140
69,70,-200,-140
70,70,-200,140
71,0,-200,-140
72,0,-200,140
73,-70,-200,-140
74,-70,-200,140
75,-140,-200,-140
76,-140,-200,-70
77,-140,-200,0
78,-140,-200,70
79,-140,-200,140
