Id marker,3D pos x,3D pos y,3D pos z
32,140,140,200
33,70,140,200
34,0,140,200
35,-70,140,200
36,-140,140,200
37,140,70,200
38,-140,70,200
39,140,0,200
40,-140,0,200
41,140,-70,200
42,-140,-70,200
43,140,-140,200
44,70,-140,200
45,0,-140,200
46,-70,-140,200
47,-140,-140,200
