Id marker,3D pos x,3D pos y,3D pos z
48,140,200,140
49,140,200,70
50,140,200,0
51,140,200,-70
52,140,200,-140
53,70,200,140
54,70,200,-140
55,0,200,140
56,0,200,-140
57,-70,200,140
58,-70,200,-140
59,-140,200,140
60,-140,200,70
61,-140,200,0
62,-140,200,-70
63,-140,200,-140
